n,size,x,y,z,vx,vy,vz,t0,st,time_end,xfinal,yfinal,zfinal,vxfinal,vyfinal,vzfinal
80,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0043420832284947,-0.0565890481947787,-0.0343098868789425,0.0,3,0.11244001157443832,-70.72583178,8.60648682,-34.69621764,0.04498953421,0.03402948155,0.04267552616
81,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0043473209645967,-0.0566573100140728,-0.0343512739559979,0.0,3,0.11312866898184575,-71.13397209,10.170830539999999,-34.152872280000004,0.04540056646,0.033418554669999996,0.04265314739
82,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0043525587006986,-0.0567255718333668,-0.0343926610330533,0.0,3,0.11383121527869393,-71.55125722,11.77902272,-33.59768538,0.0457928279,0.03278534207,0.042607414659999995
83,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0043577964368005,-0.0567938336526609,-0.0344340481101087,0.0,3,0.11456269675934756,-71.87030665,13.46917849,-32.94911037,0.046255660350000005,0.03209448394,0.04259655018
84,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0043630341729024,-0.056862095471955,-0.0344754351871642,0.0,3,0.11529765046305128,-72.20747273,15.16338435,-32.312880639999996,0.04667380619,0.03139604944,0.042551044510000004
85,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0043682719090044,-0.056930357291249,-0.0345168222642196,0.0,3,0.11607427083369759,-72.45703495,16.974893870000002,-31.573243320000003,0.04715979426,0.03062295646,0.04252898048
86,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0043735096451063,-0.0569986191105431,-0.034558209341275,0.0,3,0.11683584490721977,-72.75377464,18.73666656,-30.88837239,0.04755808769,0.029871714749999997,0.04245434919
87,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0043787473812082,-0.0570668809298371,-0.0345995964183304,0.0,3,0.11763792824138093,-72.96557789,20.60553889,-30.106532440000002,0.04801164717,0.02904718754,0.042395439359999995
88,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0043839851173101,-0.0571351427491312,-0.0346409834953858,0.0,3,0.11845621527759014,-73.19991824,22.524732229999998,-29.31917808,0.04841897715,0.02820190402,0.04229582358
89,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0043892228534121,-0.0572034045684253,-0.0346823705724412,0.0,3,0.11929649305564387,-73.3119335,24.47674084,-28.44562341,0.04888079894,0.02729634959,0.04222261199
90,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.004394460589514,-0.0572716663877193,-0.0347237576494967,0.0,3,0.12017612268527349,-73.36445789,26.53031049,-27.49329188,0.049360561909999996,0.02631960179,0.04213877213
91,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0043996983256159,-0.0573399282070134,-0.0347651447265521,0.0,3,0.12106385416730686,-73.38855552,28.58813166,-26.524546639999997,0.04980996288,0.0253221285,0.042032292709999995
92,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044049360617178,-0.0574081900263075,-0.0348065318036075,0.0,3,0.12199903935194016,-73.28805693,30.74490523,-25.4376903,0.05031266664,0.02422527134,0.04193426887
93,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044101737978198,-0.0574764518456015,-0.0348479188806629,0.0,3,0.12295505787073463,-73.17566541000001,32.94811869,-24.32568239,0.05076940213,0.0230958886,0.04179706502
94,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044154115339217,-0.0575447136648956,-0.0348893059577183,0.0,3,0.12395737268582539,-72.93098138,35.23605513,-23.0963853,0.051266148149999996,0.02186369104,0.04165999066000001
95,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044206492700236,-0.0576129754841897,-0.0349306930347738,0.0,3,0.12497126157499022,-72.61798963999999,37.509398000000004,-21.83196973,0.0517398288,0.02059655811,0.041505161299999996
96,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044258870061255,-0.0576812373034837,-0.0349720801118292,0.0,3,0.12606501157499023,-72.14851736,39.95180994,-20.39744748,0.05225612988,0.019171810520000002,0.04133203724
97,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044311247422274,-0.0577494991227778,-0.0350134671888846,0.0,3,0.12718075231545503,-71.58101612,42.389618979999995,-18.90290601,0.05275263068,0.01768733217,0.04113709579
98,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044363624783294,-0.0578177609420719,-0.03505485426594,0.0,3,0.12833005787045867,-70.89641044,44.84598268,-17.324945290000002,0.05323616113,0.01612098843,0.04091790089
99,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044416002144313,-0.0578860227613659,-0.0350962413429954,0.0,3,0.12956964120406797,-69.99615899,47.44343506999999,-15.5474544,0.05375273125,0.01436109606,0.04066815421
100,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044468379505332,-0.05795428458066,-0.0351376284200509,0.0,3,0.1308647800926809,-68.84910740000001,50.04720896,-13.6039602,0.05430600986,0.012430356620000001,0.04040330676
101,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044520756866351,-0.058022546399954,-0.0351790154971063,0.0,3,0.1322293634257383,-67.58013793,52.72549385,-11.544325530000002,0.054789693,0.01038038828,0.04006708363000001
102,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044573134227371,-0.0580908082192481,-0.0352204025741617,0.0,3,0.13367265046332721,-66.01223387,55.406892799999994,-9.279179660999999,0.05529482703,0.008110282683,0.039693329400000005
